LOCALIDAD,PROVINCIA,PARTIDO,HABILITADA
SAN VICENTE,SANTA FE,CASTELLANOS,NO
SANTA CLARA DE SAGUIER,SANTA FE,CASTELLANOS,NO
TACURAL,SANTA FE,CASTELLANOS,NO
VILA,SANTA FE,CASTELLANOS,NO
ZENON PEREYRA,SANTA FE,CASTELLANOS,NO
VILLA CONSTITUCION,SANTA FE,CONSTITUCION,SI
ALCORTA,SANTA FE,CONSTITUCION,NO
BOMBAL,SANTA FE,CONSTITUCION,NO
EMPALME VILLA CONSTITUCION,SANTA FE,CONSTITUCION,NO
GODOY,SANTA FE,CONSTITUCION,NO
JUAN B MOLINA,SANTA FE,CONSTITUCION,NO
JUNCAL,SANTA FE,CONSTITUCION,NO
PAVON ARRIBA,SANTA FE,CONSTITUCION,NO
MAXIMO PAZ,SANTA FE,CONSTITUCION,NO
PEYRANO,SANTA FE,CONSTITUCION,NO
RUEDA,SANTA FE,CONSTITUCION,NO
SANTA TERESA,SANTA FE,CONSTITUCION,NO
CAYASTA,SANTA FE,GARAY,NO
HELVECIA,SANTA FE,GARAY,NO
SANTA ROSA DE CALCHINES,SANTA FE,GARAY,NO
FIRMAT,SANTA FE,GENERAL LOPEZ,SI
RUFINO,SANTA FE,GENERAL LOPEZ,SI
VENADO TUERTO,SANTA FE,GENERAL LOPEZ,SI
AMENABAR,SANTA FE,GENERAL LOPEZ,NO
CAÑADA DEL UCLE,SANTA FE,GENERAL LOPEZ,NO
CAFFERATA,SANTA FE,GENERAL LOPEZ,NO
CARMEN,SANTA FE,GENERAL LOPEZ,NO
CARRERAS,SANTA FE,GENERAL LOPEZ,NO
CHOVET,SANTA FE,GENERAL LOPEZ,NO
DIEGO DE ALVEAR,SANTA FE,GENERAL LOPEZ,NO
ELORTONDO,SANTA FE,GENERAL LOPEZ,NO
HUGHES,SANTA FE,GENERAL LOPEZ,NO
LABORDEBOY,SANTA FE,GENERAL LOPEZ,NO
MAGGIOLO,SANTA FE,GENERAL LOPEZ,NO
MARIA TERESA,SANTA FE,GENERAL LOPEZ,NO
MELINCUE,SANTA FE,GENERAL LOPEZ,NO
MURPHY,SANTA FE,GENERAL LOPEZ,NO
SAN EDUARDO,SANTA FE,GENERAL LOPEZ,NO
SAN GREGORIO,SANTA FE,GENERAL LOPEZ,NO
SANCTI SPIRITU,SANTA FE,GENERAL LOPEZ,NO
SANTA ISABEL,SANTA FE,GENERAL LOPEZ,NO
TEODELINA,SANTA FE,GENERAL LOPEZ,NO
VILLA CAÑAS,SANTA FE,GENERAL LOPEZ,NO
WHEELWRIGHT,SANTA FE,GENERAL LOPEZ,NO
RECONQUISTA,SANTA FE,GENERAL OBLIGADO,SI
AVELLANEDA,SANTA FE,GENERAL OBLIGADO,SI
FLORENCIA,SANTA FE,GENERAL OBLIGADO,NO
LAS TOSCAS,SANTA FE,GENERAL OBLIGADO,NO
MALABRIGO,SANTA FE,GENERAL OBLIGADO,NO
VILLA ANA,SANTA FE,GENERAL OBLIGADO,NO
VILLA GUILLERMINA,SANTA FE,GENERAL OBLIGADO,NO
VILLA OCAMPO,SANTA FE,GENERAL OBLIGADO,NO
CAÑADA DE GOMEZ,SANTA FE,IRIONDO,SI
CORREA,SANTA FE,IRIONDO,NO
OLIVEROS,SANTA FE,IRIONDO,NO
SALTO GRANDE,SANTA FE,IRIONDO,NO
SERODINO,SANTA FE,IRIONDO,NO
TOTORAS,SANTA FE,IRIONDO,NO
VILLA ELOISA,SANTA FE,IRIONDO,NO
SANTA FE,SANTA FE,LA CAPITAL,SI
SANTA FE,SANTA FE,LA CAPITAL,SI
SANTO TOME,SANTA FE,LA CAPITAL,SI
SANTA FE,SANTA FE,LA CAPITAL,SI
SANTA FE,SANTA FE,LA CAPITAL,NO
SANTA FE,SANTA FE,LA CAPITAL,NO
SANTA FE,SANTA FE,LA CAPITAL,NO
SANTA FE,SANTA FE,LA CAPITAL,NO
SANTA FE,SANTA FE,LA CAPITAL,NO
SANTA FE,SANTA FE,LA CAPITAL,SI
SANTA FE,SANTA FE,LA CAPITAL,NO
LAGUNA PAIVA,SANTA FE,LA CAPITAL,NO
LLAMBI CAMPBELL,SANTA FE,LA CAPITAL,NO
NELSON,SANTA FE,LA CAPITAL,NO
RECREO,SANTA FE,LA CAPITAL,NO
SAN JOSE DEL RINCON,SANTA FE,LA CAPITAL,NO
SAUCE VIEJO,SANTA FE,LA CAPITAL,NO
SANTA FE,SANTA FE,LA CAPITAL,NO
SANTA FE,SANTA FE,LA CAPITAL,NO
SANTA FE,SANTA FE,LA CAPITAL,NO
ESPERANZA,SANTA FE,LAS COLONIAS,SI
ELISA,SANTA FE,LAS COLONIAS,NO
FELICIA,SANTA FE,LAS COLONIAS,NO
FRANCK,SANTA FE,LAS COLONIAS,NO
HUMBOLDT,SANTA FE,LAS COLONIAS,NO
PILAR,SANTA FE,LAS COLONIAS,NO
PROGRESO,SANTA FE,LAS COLONIAS,NO
SA PEREYRA,SANTA FE,LAS COLONIAS,NO
SAN CARLOS CENTRO,SANTA FE,LAS COLONIAS,NO
SAN CARLOS SUD,SANTA FE,LAS COLONIAS,NO
SAN JERONIMO NORTE,SANTA FE,LAS COLONIAS,NO
SANTA CLARA DE BUENA VISTA,SANTA FE,LAS COLONIAS,NO
SARMIENTO,SANTA FE,LAS COLONIAS,NO
ROSARIO,SANTA FE,ROSARIO,SI
ROSARIO,SANTA FE,ROSARIO,SI
ROSARIO,SANTA FE,ROSARIO,SI
ROSARIO,SANTA FE,ROSARIO,SI
ROSARIO,SANTA FE,ROSARIO,SI
ROSARIO,SANTA FE,ROSARIO,SI
ROSARIO,SANTA FE,ROSARIO,SI
ROSARIO,SANTA FE,ROSARIO,SI
ROSARIO,SANTA FE,ROSARIO,SI
ROSARIO,SANTA FE,ROSARIO,SI
ROSARIO,SANTA FE,ROSARIO,SI
ROSARIO,SANTA FE,ROSARIO,SI
ROSARIO,SANTA FE,ROSARIO,SI
ROSARIO,SANTA FE,ROSARIO,SI
ROSARIO,SANTA FE,ROSARIO,SI
GRANADERO BAIGORRIA,SANTA FE,ROSARIO,SI
FUNES,SANTA FE,ROSARIO,SI
VILLA GOBERNADOR GALVEZ,SANTA FE,ROSARIO,SI
ROSARIO,SANTA FE,ROSARIO,NO
ROSARIO,SANTA FE,ROSARIO,NO
ROSARIO,SANTA FE,ROSARIO,NO
ACEBAL,SANTA FE,ROSARIO,NO
ALVAREZ,SANTA FE,ROSARIO,NO
ARROYO SECO,SANTA FE,ROSARIO,SI
CORONEL BOGADO,SANTA FE,ROSARIO,NO
FIGHIERA,SANTA FE,ROSARIO,NO
PEREZ,SANTA FE,ROSARIO,NO
ZAVALLA,SANTA FE,ROSARIO,NO
ROSARIO,SANTA FE,ROSARIO,NO
ROSARIO,SANTA FE,ROSARIO,NO
ROSARIO,SANTA FE,ROSARIO,NO
ROSARIO,SANTA FE,ROSARIO,NO
ROSARIO,SANTA FE,ROSARIO ,NO
ARRUFO,SANTA FE,SAN CRISTOBAL,NO
CERES,SANTA FE,SAN CRISTOBAL,SI
HERSILIA,SANTA FE,SAN CRISTOBAL,NO
MOISES VILLE,SANTA FE,SAN CRISTOBAL,NO
SAN CRISTOBAL,SANTA FE,SAN CRISTOBAL,SI
SUARDI,SANTA FE,SAN CRISTOBAL,NO
VILLA TRINIDAD,SANTA FE,SAN CRISTOBAL,NO
ALEJANDRA,SANTA FE,SAN JAVIER,NO
ROMANG,SANTA FE,SAN JAVIER,NO
SAN JAVIER,SANTA FE,SAN JAVIER,NO
GALVEZ,SANTA FE,SAN JERONIMO,SI
AROCENA,SANTA FE,SAN JERONIMO,NO
BARRANCAS,SANTA FE,SAN JERONIMO,NO
BERNARDO DE IRIGOYEN,SANTA FE,SAN JERONIMO,NO
CENTENO,SANTA FE,SAN JERONIMO,NO
CORONDA,SANTA FE,SAN JERONIMO,NO
DIAZ,SANTA FE,SAN JERONIMO,NO
GESSLER,SANTA FE,SAN JERONIMO,NO
IRIGOYEN,SANTA FE,SAN JERONIMO,NO
LOPEZ,SANTA FE,SAN JERONIMO,NO
MACIEL,SANTA FE,SAN JERONIMO,NO
MONJE,SANTA FE,SAN JERONIMO,NO
SAN GENARO,SANTA FE,SAN JERONIMO,NO
SAN GENARO NORTE,SANTA FE,SAN JERONIMO,NO
GOBERNADOR CRESPO,SANTA FE,SAN JUSTO,NO
LA CRIOLLA,SANTA FE,SAN JUSTO,NO
MARCELINO ESCALADA,SANTA FE,SAN JUSTO,NO
SAN JUSTO,SANTA FE,SAN JUSTO,SI
VERA Y PINTADO,SANTA FE,SAN JUSTO,NO
VIDELA,SANTA FE,SAN JUSTO,NO
SAN LORENZO,SANTA FE,SAN LORENZO,SI
CAPITAN BERMUDEZ,SANTA FE,SAN LORENZO,NO
CARCARAÑA,SANTA FE,SAN LORENZO,NO
FRAY LUIS BELTRAN,SANTA FE,SAN LORENZO,NO
FUENTES,SANTA FE,SAN LORENZO,NO
PUERTO GRAL SAN MARTIN,SANTA FE,SAN LORENZO,NO
PUJATO,SANTA FE,SAN LORENZO,NO
ROLDAN,SANTA FE,SAN LORENZO,NO
SAN JERONIMO SUD,SANTA FE,SAN LORENZO,NO
TIMBUES,SANTA FE,SAN LORENZO,NO
VILLA MUGUETA,SANTA FE,SAN LORENZO,NO
COLONIA BELGRANO,SANTA FE,SAN MARTIN,NO
CAÑADA ROSQUIN,SANTA FE,SAN MARTIN,NO
CARLOS PELLEGRINI,SANTA FE,SAN MARTIN,NO
EL TREBOL,SANTA FE,SAN MARTIN,NO
LANDETA,SANTA FE,SAN MARTIN,NO
LAS PETACAS,SANTA FE,SAN MARTIN,NO
LOS CARDOS,SANTA FE,SAN MARTIN,NO
MARIA SUSANA,SANTA FE,SAN MARTIN,NO
PIAMONTE,SANTA FE,SAN MARTIN,NO
SAN JORGE,SANTA FE,SAN MARTIN,SI
SAN MARTIN DE LAS ESCOBAS,SANTA FE,SAN MARTIN,NO
SASTRE,SANTA FE,SAN MARTIN,NO
SANTA FE,SANTA FE,SANTA FE,NO
SANTA FE,SANTA FE,SANTA FE,NO
SANTE FE,SANTA FE,SANTE FE,NO
SANTO TOME ,SANTA FE,SANTO TOME,NO
CALCHAQUI,SANTA FE,VERA,NO
LA GALLARETA,SANTA FE,VERA,NO
MARGARITA,SANTA FE,VERA,NO
VERA,SANTA FE,VERA,NO
PINTO  VILLA GENERAL MITRE,SANTIAGO DEL ESTERO,AGUIRRE,NO
CAMPO GALLO,SANTIAGO DEL ESTERO,ALBERDI,NO
VILLA ATAMISQUI,SANTIAGO DEL ESTERO,ATAMISQUI,NO
COLONIA DORA,SANTIAGO DEL ESTERO,AVELLANEDA,NO
HERRERA,SANTIAGO DEL ESTERO,AVELLANEDA,NO
ICAÑO,SANTIAGO DEL ESTERO,AVELLANEDA,NO
SAN PEDRO,SANTIAGO DEL ESTERO,AVELLANEDA,NO
LA BANDA,SANTIAGO DEL ESTERO,BANDA,SI
CLODOMIRA,SANTIAGO DEL ESTERO,BANDA,NO
BANDERA,SANTIAGO DEL ESTERO,BELGRANO,NO
GUARDIA ESCOLTA,SANTIAGO DEL ESTERO,BELGRANO,NO
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,CAPITAL,SI
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,CAPITAL,NO
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,CAPITAL,NO
CHOYA,SANTIAGO DEL ESTERO,CHOYA,NO
FRIAS,SANTIAGO DEL ESTERO,CHOYA,SI
LAPRIDA,SANTIAGO DEL ESTERO,CHOYA,NO
MONTE QUEMADO,SANTIAGO DEL ESTERO,COPO,NO
PAMPA DE LOS GUANACOS,SANTIAGO DEL ESTERO,COPO,NO
EL CHARCO,SANTIAGO DEL ESTERO,JIMENEZ,NO
POZO HONDO,SANTIAGO DEL ESTERO,JIMENEZ,NO
SUNCHO CORRAL,SANTIAGO DEL ESTERO,JUAN F IBARRA,NO
LORETO,SANTIAGO DEL ESTERO,LORETO,NO
QUIMILI,SANTIAGO DEL ESTERO,MORENO,NO
TINTINA,SANTIAGO DEL ESTERO,MORENO,NO
OJO DE AGUA,SANTIAGO DEL ESTERO,OJO DE AGUA,SI
SOL DE JULIO,SANTIAGO DEL ESTERO,OJO DE AGUA,NO
NUEVA ESPERANZA,SANTIAGO DEL ESTERO,PELLEGRINI,NO
SUMAMPA,SANTIAGO DEL ESTERO,QUEBRACHOS,NO
TERMAS DE RIO HONDO,SANTIAGO DEL ESTERO,RIO HONDO,SI
VINARA,SANTIAGO DEL ESTERO,RIO HONDO,NO
SELVA,SANTIAGO DEL ESTERO,RIVADAVIA,NO
BELTRAN,SANTIAGO DEL ESTERO,ROBLES,NO
FERNANDEZ,SANTIAGO DEL ESTERO,ROBLES,NO
INGENIERO FORRES,SANTIAGO DEL ESTERO,ROBLES,NO
LOS TELARES,SANTIAGO DEL ESTERO,SALAVINA,NO
BREA POZO,SANTIAGO DEL ESTERO,SAN MARTIN,NO
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NO
GARZA,SANTIAGO DEL ESTERO,SARMIENTO,NO
AÑATUYA,SANTIAGO DEL ESTERO,TABOADA,SI
LOS JURIES,SANTIAGO DEL ESTERO,TABOADA,NO
RIO GRANDE,TIERRA DEL FUEGO,RIO GRANDE,SI
TOLHUIN,TIERRA DEL FUEGO,RIO GRANDE,NO
USHUAIA,TIERRA DEL FUEGO,USHUAIA,SI
BURRUYACU,TUCUMAN,BURRUYACU,NO
LA RAMADA,TUCUMAN,BURRUYACU,NO
SAN MIGUEL DE TUCUMAN,TUCUMAN,CAPITAL,SI
SAN MIGUEL DE TUCUMAN,TUCUMAN,CAPITAL,SI
SAN MIGUEL DE TUCUMAN,TUCUMAN,CAPITAL,NO
SAN MIGUEL DE TUCUMAN,TUCUMAN,CAPITAL,NO
SAN MIGUEL DE TUCUMAN,TUCUMAN,CAPITAL,NO
CONCEPCION,TUCUMAN,CHICLIGASTA,SI
VILLA LA TRINIDAD,TUCUMAN,CHICLIGASTA,NO
ALDERETES,TUCUMAN,CRUZ ALTA,NO
BANDA DEL RIO SALI,TUCUMAN,CRUZ ALTA,NO
LAS CEJAS,TUCUMAN,CRUZ ALTA,NO
LOS RALOS,TUCUMAN,CRUZ ALTA,NO
LA FLORIDA,TUCUMAN,CRUZ ALTA,NO
RANCHILLOS,TUCUMAN,CRUZ ALTA,NO
FAMAILLA,TUCUMAN,FAMAILLA,NO
GRANEROS,TUCUMAN,GRANEROS,NO
LAMADRID,TUCUMAN,GRANEROS,NO
TACO RALO,TUCUMAN,GRANEROS,NO
JUAN BAUTISTA ALBERDI,TUCUMAN,JUAN B ALBERDI,NO
LA COCHA,TUCUMAN,LA COCHA,NO
BELLA VISTA,TUCUMAN,LEALES,NO
LEALES,TUCUMAN,LEALES,NO
LULES,TUCUMAN,LULES,NO
EL MANANTIAL,TUCUMAN,LULES,NO
SAN PABLO,TUCUMAN,LULES,NO
SANTA LUCIA,TUCUMAN,MONTEROS,NO
MONTEROS,TUCUMAN,MONTEROS,SI
VILLA QUINTEROS,TUCUMAN,MONTEROS,NO
AGUILARES,TUCUMAN,RIO CHICO,NO
SANTA ANA,TUCUMAN,RIO CHICO,NO
S. MIGUEL DE TUCUMAN,TUCUMAN,S. MIGUEL DE TUCUMAN,NO
S. MIGUEL DE TUCUMAN,TUCUMAN,S. MIGUEL DE TUCUMAN,NO
S. MIGUEL DE TUCUMAN,TUCUMAN,S. MIGUEL DE TUCUMAN,NO
MONTEAGUDO,TUCUMAN,SIMOCA,NO
SIMOCA,TUCUMAN,SIMOCA,NO
AMAICHA DEL VALLE,TUCUMAN,TAFI DEL VALLE,NO
COLALAO DEL VALLE,TUCUMAN,TAFI DEL VALLE,NO
TAFI DEL VALLE,TUCUMAN,TAFI DEL VALLE,NO
LAS TALITAS,TUCUMAN,TAFI VIEJO,NO
TAFI VIEJO,TUCUMAN,TAFI VIEJO,NO
SAN PEDRO DE COLALAO,TUCUMAN,TRANCAS,NO
TRANCAS,TUCUMAN,TRANCAS,NO
YERBA BUENA,TUCUMAN,YERBA BUENA,SI
